eval_count,energy,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17
83,0.2531948220060274,-0.3278252921882491,-0.6007793611785957,-2.2364510738919905,-0.5092022091474937,-0.24213957516137274,-0.532424318713845,1.0462482352493112,-0.4796061895273145,0.38227303128463286,-0.5615134232551239,-0.2696331365214356,-0.6993903443986221,0.7995250602657789,-0.7289920959651675,-0.03984204755170548,-0.5188642530084937,-1.0444650198496526,-0.4591146642202689
84,0.2028890589114445,-0.298401013442441,-0.4992756832002067,-2.1956024493234536,-0.46803158960331587,-0.26345408818902627,-0.49894132899854954,1.052716859102588,-0.4320142758396713,0.5149640375766337,-0.5013215564138305,-0.12645547314549768,-0.6398562095324123,0.7208697609151582,-0.7847126737720899,-0.07679513440038938,-0.47170435545069855,-1.0851292526601317,-0.4966208887306006
85,0.18769188098440548,-0.27742418774549116,-0.47605483272956844,-2.1712928504212234,-0.4781223284411119,-0.31143639019882424,-0.5485576075215954,1.0690429546814604,-0.4166291001925882,0.5325950009890373,-0.497905368205027,-0.15307327000504511,-0.6600562521431101,0.7369221391343347,-0.7955359573385477,-0.05426105050325304,-0.47469462341349117,-1.106683618041134,-0.5129136535905874
86,0.2080729801303498,-0.30500576910224764,-0.5063677003017725,-2.1502027741638607,-0.47919829991802687,-0.32160253223873203,-0.5209013306670041,1.0789683391161122,-0.4390056715142898,0.5669723713611693,-0.49419202018924724,-0.13825303499756122,-0.706988290912905,0.7500539849749537,-0.8268999703801381,-0.039217528122210174,-0.4844652324501366,-1.0896868257403671,-0.5448876261968206
87,0.1780248179830588,-0.2799826995991969,-0.4872076373974932,-2.1885107553932577,-0.4790340384331664,-0.337792304434232,-0.5397665859529437,1.079403151044322,-0.41644021438376944,0.5450674280061331,-0.5043909173556151,-0.1450039624008369,-0.6431549328633018,0.7498120287052621,-0.7920336162105542,-0.04488717946185763,-0.4776907978491209,-1.1068537312726319,-0.49370915750794764
88,0.16901332796091229,-0.27278625067828616,-0.4771027017627552,-2.16249520466707,-0.4607267040731917,-0.32559747480287776,-0.5617160192288302,1.0666258166071463,-0.4327203622914133,0.5522080462776088,-0.5384142350741034,-0.12245013021784207,-0.6559293218849527,0.73774475717664,-0.8170718363680644,-0.028673525752760623,-0.5068862091905156,-1.119761698115617,-0.4317373705560846
89,0.1864368703645587,-0.28379656182818536,-0.4612752498507088,-2.2013761095911635,-0.4154214578585846,-0.34199179997917223,-0.5728926618069375,1.0799732088649445,-0.41506752368046723,0.5217952905878857,-0.5575945880611237,-0.1000118211176348,-0.6829107011029331,0.7338346580093569,-0.8336160122984579,-0.008865490538789395,-0.46335720250816537,-1.1286380624068941,-0.4328742685257885
90,0.17093796650218263,-0.29674022806928657,-0.49134639252777385,-2.1591803379923102,-0.4520184083808622,-0.3117450772712282,-0.5747794329340228,1.078153020207221,-0.41916586019085017,0.5688246513308085,-0.5316784036332373,-0.13287136570237462,-0.6565199308259331,0.7397511623628072,-0.8132320990010864,-0.0388398809475002,-0.4977586006448516,-1.133797119885346,-0.42057965756704707
91,0.1655816966689283,-0.2604045792422636,-0.45369725314145837,-2.1904791285037564,-0.48932001472071396,-0.31406975754834926,-0.5332527247158063,1.0507793659528373,-0.43437883145740275,0.5886366042550699,-0.5423483396812476,-0.1681289685660366,-0.6543954968334382,0.7175522580399064,-0.84137794590158,0.0004671238703253047,-0.48579836757549566,-1.1392827605583622,-0.4118276350134966
92,0.17561392665284004,-0.25040142052683595,-0.4342741709463955,-2.207318089226656,-0.5007767069939315,-0.33966878425536484,-0.5370650598352276,1.0493302287544812,-0.47795089120169143,0.60812132786267,-0.5587044091593893,-0.1651653982643587,-0.6759184615296807,0.7220329722592933,-0.8202679165841165,-0.06222695175134691,-0.48000453570049056,-1.1691881347467397,-0.4021295696748457
93,0.17099731207401003,-0.25911932779586483,-0.4603614315064282,-2.186747975729552,-0.46286477181122687,-0.33098126668608013,-0.52948338049347,1.0240934247999502,-0.4314172677631071,0.5974048457522365,-0.537526970045568,-0.1819972607943931,-0.6588375862924072,0.7055048784041718,-0.8278850244654327,4.941651180919755e-05,-0.4869777138158535,-1.1306177290969777,-0.4101006953200423
94,0.1647996373853884,-0.2854964291385491,-0.43304568543921507,-2.1559151200139595,-0.498963371549677,-0.3371462358095613,-0.5060273196639772,1.0600183344080385,-0.40343139801929,0.5796510763473495,-0.5918068164530121,-0.17897436090204197,-0.6177221538970616,0.705367099286344,-0.8412477487137173,-0.003110084496821635,-0.506597494747836,-1.16505727385075,-0.4214057432737446
95,0.1525198668515344,-0.25116992466473187,-0.40911153806021133,-2.17700179938951,-0.499062183394328,-0.3211131738499492,-0.5216975430837213,1.0683121951524943,-0.3583730971285503,0.6191364401060383,-0.6064846863598238,-0.1733664108058025,-0.6021464361412512,0.7342101189148117,-0.8417770643295981,-0.01020271663809895,-0.5432475261221902,-1.1349666374258862,-0.41663355355583626
96,0.15673994389321244,-0.2706090698893794,-0.40415627324065095,-2.174420820535485,-0.529163763527277,-0.33928783090111325,-0.570811979752095,1.057093503732822,-0.3701238993386019,0.6331250469125324,-0.6161978905981614,-0.1691872982768916,-0.5587480419597115,0.715379281669249,-0.865447588181648,-0.013851822039362974,-0.522227325656934,-1.0894605746417423,-0.40981165994348023
97,0.15489724113934322,-0.24963804893263186,-0.4010171613899627,-2.176024681752222,-0.4818469218029952,-0.32644160696039554,-0.5141059709567074,1.085083320173791,-0.3667083434407849,0.6102858520569259,-0.5926054024271578,-0.1916204793217951,-0.5943317129940845,0.7364212719290278,-0.8665842348568757,-0.02537323108063979,-0.5509249849669043,-1.1266741742004762,-0.4092405015942638
98,0.15968147634471652,-0.2731101371275706,-0.38929884112872937,-2.2056668131462236,-0.520028066244396,-0.3348873591313619,-0.5360877547388303,1.0621889127318893,-0.34607955488859515,0.6149570357503905,-0.5590785112024227,-0.15574427690515624,-0.5965074347853699,0.7147121952676869,-0.8383209039932551,0.006526341448679796,-0.6004567085625221,-1.1601614330400105,-0.40701034308154155
99,0.16014006669527792,-0.2470319643218548,-0.4322409529900941,-2.1923560898035883,-0.4960833539183276,-0.3185627428936851,-0.5327421058370267,1.0523033303101206,-0.36139879135768854,0.613111996303682,-0.6185531601355714,-0.18156772354948994,-0.5940393731925001,0.7414328179202109,-0.8601808256584027,-0.014407304298669068,-0.5546311918237683,-1.1506620362045608,-0.4311231500540203
100,0.1568939169304855,-0.24259019921745478,-0.3867100567010044,-2.1657926992799097,-0.4824843816651061,-0.3037924371421929,-0.5335524789548417,1.0878192425043265,-0.3972832695155162,0.6298727150880247,-0.6109485992829368,-0.18765444617233182,-0.5644468114568559,0.7694179016766612,-0.8035023126686447,0.03617267652469112,-0.5487725112475137,-1.1414272415493392,-0.4156690026244821
101,0.15404127688779123,-0.23884910039663185,-0.4220958390267306,-2.1839968635139253,-0.4957625893881926,-0.3197014504788018,-0.5268455838909069,1.093863237440822,-0.3638157550545272,0.6242681029590256,-0.615197913931831,-0.17693919529294294,-0.6031654589903962,0.7012223978109052,-0.8340449463625428,-0.006971871024221804,-0.5516982673023488,-1.1322926954074353,-0.42410196423763113
102,0.15988534697878443,-0.1917043684817278,-0.43059378429147765,-2.144078181988485,-0.5239634110323118,-0.3339817392857683,-0.5145328624485904,1.0800782430523859,-0.3259987620968795,0.6188684668995545,-0.5877321557046986,-0.15791403784031055,-0.5844757374491737,0.7420915482281126,-0.842468112571529,-0.006302607544331361,-0.5259423692834982,-1.1477931059896134,-0.3785506937190737
103,0.1511472045664597,-0.2499452132586521,-0.4060810829331129,-2.1683454014216754,-0.48661930743025805,-0.32149320143312743,-0.5131649759855222,1.0679297532244032,-0.3642809659032508,0.6453464730198905,-0.5971017021082349,-0.14956385586407311,-0.593999297513864,0.729679095162629,-0.8576049664998504,-0.009317329225488207,-0.5388075035771156,-1.1448738299108572,-0.43544613425027995
104,0.16781848681337408,-0.2708769605577365,-0.4221023237405907,-2.149897131427218,-0.5123535077245228,-0.33540320801768386,-0.49020919915903816,1.0886017273912587,-0.36892661776456587,0.6809141392386331,-0.6125897447322773,-0.1485939880747055,-0.6394815597993939,0.7583571957855123,-0.8751539588199231,0.016359167078360003,-0.5648371225338,-1.1118375602281265,-0.43574796175446096
105,0.15365625694214646,-0.24008837810457395,-0.3891892437863296,-2.1443154546650054,-0.48624335402126323,-0.31745372051629034,-0.5391603710629105,1.0641600106812736,-0.3620815032011784,0.6439385470824188,-0.5973315395671135,-0.15998637891574363,-0.6142280751960869,0.7242302112939998,-0.86776024797481,-0.005486226712829155,-0.5426921445317001,-1.154041071133494,-0.4433397163198974
106,0.1604924702860746,-0.25044242739849837,-0.38773459318518555,-2.1565342546088004,-0.4824398714579406,-0.24749469402157392,-0.4905706325074164,1.045577463408677,-0.3680782268240593,0.6375461078435832,-0.6119473871672859,-0.12359862437213773,-0.5863678863856474,0.7047141885793767,-0.8579858139429041,-0.026268844191295215,-0.5510240876077015,-1.1278655543045049,-0.41009032352567987
107,0.15376198075340675,-0.26585431906422413,-0.4094911733977554,-2.176056423795855,-0.47398663406633185,-0.31529065205243806,-0.5220587498900603,1.0751848905622465,-0.35506441307468567,0.6624664148213284,-0.6046706397645286,-0.15501994998370444,-0.5980526745126844,0.7269594403919487,-0.8665618340235781,-0.0026139616968323927,-0.5274070746435487,-1.1626823208081676,-0.40743140024317315
108,0.14674190372207807,-0.261720871301323,-0.3883126841233299,-2.18530055609133,-0.5036993268440982,-0.2957115740872331,-0.5043751999424536,1.084895804101913,-0.32255275573992154,0.6602584619664678,-0.5691127771763073,-0.18081353766547412,-0.5851694819868068,0.7323895316183793,-0.8388481817255029,-0.0249665734281788,-0.4995968378551816,-1.1438022853164653,-0.48008275916509063
109,0.1598600333793021,-0.2713133002640272,-0.3772168098176536,-2.1635919607961496,-0.465295297242193,-0.33654792668956945,-0.49875624780363936,1.0620551130960623,-0.29780173771943924,0.6815058456535978,-0.5841666959279342,-0.190135592427164,-0.5726880519292133,0.7234899257258712,-0.7904201197960937,-0.06397366561590517,-0.5104014346737157,-1.1411670680453254,-0.4839257046067599
110,0.1496204968618713,-0.2621539770399981,-0.40779557502423436,-2.170836360791995,-0.5104187543085538,-0.28891046585242675,-0.5048116468082842,1.0869009299780596,-0.3369570582857279,0.6783008186423342,-0.5535312513400098,-0.19690332120984483,-0.5673182016308065,0.7233332180612753,-0.843599365773102,-0.0335746278995452,-0.51362866395244,-1.1530569045881187,-0.4809918767203597
111,0.14771330162122265,-0.23434507409126243,-0.3730520135104256,-2.2121695896718223,-0.47733103536518445,-0.30863995588641785,-0.5068175742086427,1.1244750016612273,-0.32569386557563174,0.6482390068764647,-0.5586940445416477,-0.15506901914518278,-0.546238499284279,0.7126898610141784,-0.873856902511432,-0.005146941282675923,-0.4842366946640253,-1.1484016398881234,-0.5140819625227947
112,0.1513843051260242,-0.2474195059327541,-0.37186192704348175,-2.1959422798153234,-0.5131115616522051,-0.30454092802234134,-0.4845494399659133,1.066472456700584,-0.32867000468565316,0.6715683575021546,-0.5767017660331452,-0.2002893823567373,-0.5846692232817791,0.7190760482567389,-0.8454686957412897,-0.01293775213591338,-0.4959485206431272,-1.1474087001812705,-0.475840817274713
113,0.1505414280023416,-0.2744254940732553,-0.36788576962968617,-2.183062021426526,-0.5035423769102401,-0.2496214965960687,-0.5465131347079379,1.1237506343081705,-0.28481024465223354,0.6527247188303016,-0.5726777235223534,-0.21635360137416948,-0.6072998186963107,0.724391511036925,-0.8525601820208227,-0.01701662231526837,-0.48309867046134314,-1.1497092950950094,-0.4683517348500947
114,0.14834335982444813,-0.2718296323812944,-0.4024402857193794,-2.17232843917021,-0.49355455325087705,-0.2964811018668109,-0.49325676494866333,1.078459540648971,-0.304191604334601,0.6581589214539599,-0.5661802941852012,-0.1865030302569239,-0.582879167137327,0.7295979940896852,-0.8459375840034894,0.004275476128532293,-0.50737722332216,-1.1249606544283282,-0.4867870726910465
115,0.1496930345819214,-0.2737531962248141,-0.3894827772316726,-2.1904773031377966,-0.5364502960100704,-0.30511689657397123,-0.4852376802025554,1.1330045420151251,-0.33602534046529065,0.6917558570696308,-0.5768634987653326,-0.15561764005791642,-0.6216196173999673,0.7699293541848444,-0.8508384588633151,-0.028319764649674912,-0.5078425967983178,-1.1171774830892167,-0.5012259999539973
116,0.1504221014917526,-0.2690005149161171,-0.39226586923431556,-2.1834776897324217,-0.5158888630383714,-0.29507926942415225,-0.49914064975568145,1.08385019713934,-0.31151064899322456,0.6488100941433302,-0.5990212158820869,-0.18381131099768777,-0.5709305124963622,0.7425318356872904,-0.8491621616697014,-0.029199835333939276,-0.5105140678025473,-1.1635486713056062,-0.49253524177656205
117,0.14984160036142047,-0.235190788836219,-0.42893718074748605,-2.23383788610644,-0.4842561191335958,-0.2751688902045216,-0.5332664467423933,1.0493891459883318,-0.3233429320218732,0.6630414860124075,-0.5597938125908432,-0.1838994142923337,-0.6033792704487855,0.7672311505785592,-0.8456862395227773,-0.031663498980185834,-0.49399448818637404,-1.1353077350356104,-0.5035144427822867
118,0.14847446132721487,-0.27925240493706055,-0.39848391494457847,-2.1804527483434097,-0.5067683406862242,-0.2983280571173237,-0.4989498167654662,1.084010386780303,-0.3399006190969944,0.6384396914691212,-0.5584159838888255,-0.17757980050272945,-0.5968061804825924,0.7269614173234336,-0.8333679353865387,-0.02150781853154683,-0.4723083910034563,-1.1539770417269017,-0.48797343484918604
119,0.14616793289093355,-0.26690231795141284,-0.38500159414585655,-2.1874578189203016,-0.5004346893271165,-0.2897976916375592,-0.5030922535770491,1.0830140286694776,-0.3269476095208193,0.6604207711446025,-0.5713305325993671,-0.1797020360646081,-0.5852222771142823,0.7291831099740038,-0.8394921675877887,-0.026523035881397882,-0.502718749181923,-1.1410917402149614,-0.482776650900883
120,0.14516586357810368,-0.2589050234946746,-0.3847323287602597,-2.183178974974391,-0.503999337343915,-0.27590213921021145,-0.49567839961668736,1.0812217425783233,-0.32358046104628735,0.6566847241019307,-0.5689802896963639,-0.16720325663847058,-0.5821076274882659,0.7282786542046115,-0.8380062146456596,-0.030395294555841404,-0.49984756041014294,-1.1364057465964494,-0.47696898295140533
